Date,BVN,ETH-USD,GLD,PEN,SCCO
2001-01-18,3.328125,,,,2.1875
2001-01-19,3.34375,,,,2.15625
2001-01-22,3.484375,,,,2.2291669845581055
2001-01-23,3.53125,,,,2.2083330154418945
2001-01-24,3.625,,,,2.1041669845581055
2001-01-25,3.640625,,,,2.125
2001-01-26,3.671875,,,,2.1458330154418945
2001-01-29,3.7249999046325684,,,,2.2133328914642334
2001-01-30,3.950000047683716,,,,2.2966670989990234
2001-01-31,3.9024999141693115,,,,2.2916669845581055
2001-02-01,4.0,,,,2.2750000953674316
2001-02-02,4.014999866485596,,,,2.303333044052124
2001-02-05,3.9625000953674316,,,,2.316667079925537
2001-02-06,4.0,,,,2.3499999046325684
2001-02-07,3.994999885559082,,,,2.3550000190734863
2001-02-08,3.950000047683716,,,,2.3450000286102295
2001-02-09,3.950000047683716,,,,2.3949999809265137
2001-02-12,3.8499999046325684,,,,2.428333044052124
2001-02-13,3.875,,,,2.5
2001-02-14,3.9000000953674316,,,,2.4666669368743896
2001-02-15,3.9000000953674316,,,,2.516666889190674
2001-02-16,3.950000047683716,,,,2.4583330154418945
2001-02-20,3.9000000953674316,,,,2.4666669368743896
2001-02-21,3.877500057220459,,,,2.5
2001-02-22,3.875,,,,2.4733328819274902
2001-02-23,3.9625000953674316,,,,2.4583330154418945
2001-02-26,4.09499979019165,,,,2.483333110809326
2001-02-27,4.082499980926514,,,,2.375
2001-02-28,4.054999828338623,,,,2.4166669845581055
2001-03-01,3.940000057220459,,,,2.390000104904175
2001-03-02,3.797499895095825,,,,2.336667060852051
2001-03-05,3.7300000190734863,,,,2.3666670322418213
2001-03-06,3.672499895095825,,,,2.4083330631256104
2001-03-07,3.7049999237060547,,,,2.4149999618530273
2001-03-08,3.9375,,,,2.4166669845581055
2001-03-09,3.9375,,,,2.3666670322418213
2001-03-12,3.9000000953674316,,,,2.3183329105377197
2001-03-13,3.6875,,,,2.3666670322418213
2001-03-14,3.5625,,,,2.3416669368743896
2001-03-15,3.5325000286102295,,,,2.3350000381469727
2001-03-16,3.515000104904175,,,,2.3333330154418945
2001-03-19,3.4200000762939453,,,,2.375
2001-03-20,3.375,,,,2.3499999046325684
2001-03-21,3.5625,,,,2.3450000286102295
2001-03-22,3.6449999809265137,,,,2.3333330154418945
2001-03-23,3.702500104904175,,,,2.331666946411133
2001-03-26,3.637500047683716,,,,2.309999942779541
2001-03-27,3.6875,,,,2.331666946411133
2001-03-28,3.702500104904175,,,,2.2916669845581055
2001-03-29,3.702500104904175,,,,2.2816669940948486
2001-03-30,3.702500104904175,,,,2.299999952316284
2001-04-02,3.6875,,,,2.2833330631256104
2001-04-03,3.690000057220459,,,,2.266666889190674
2001-04-04,3.799999952316284,,,,2.2750000953674316
